gender,age,ethnicity,income,education,proposer,responder,money_division,code_resp_prop,code_cpc,code_risk,code_exp,code_cc,code_ras,test,feedback,proposer_responder,timestamp,worker_id,job_id,completion_code
male,2635_years,white,Secondary source of income,bachelor_degree,correct,correct,correct,respNF:XuVcQ,,,,,,ball,,correct,2021-07-01 21:17:23.641647,A3F8K#####X8UR,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:cMgzy
female,1825_years,asian,Secondary source of income,bachelor_degree,correct,correct,correct,respNF:mF0dS,,,,,,ball,,correct,2021-07-01 21:19:42.897712,A2MS1#####X9FZ,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:DeMh7
male,2635_years,white,Secondary source of income,high_school_degree,correct,correct,correct,respNF:VRaaw,,,,,,ball,good study,correct,2021-07-01 21:20:48.847080,A2Q8H#####1MKN,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:aUyhM
male,2635_years,hispanic_latino,Secondary source of income,high_school_degree,correct,correct,correct,respNF:ZZCuu,,,,,,ball,,correct,2021-07-01 21:30:42.991907,AZ2P6#####6SH,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:2crHa
male,4655_years,white,Secondary source of income,bachelor_degree,correct,correct,correct,respNF:NE4zK,,,,,,ball,,correct,2021-07-01 21:34:47.035189,A5A14#####J23,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:u2g0A
female,2635_years,white,Primary source of income,high_school_degree,correct,correct,correct,respNF:HPlt3,,,,,,ball,"fun idea, enjoyed trying.",correct,2021-07-01 21:39:32.818849,A2GSJ#####TMDH,38F60IALBJNPAQJAR8J7V8Y5H2OT0C,t30:Q4W5M
female,4655_years,white,Secondary source of income,master_degree,correct,correct,correct, respNF:XB2oR ,,,,,,ball,NILL,correct,2021-07-01 21:54:35.007642,A1DWS#####8X0K,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:EFvyJ
,,,,,correct,correct,correct,,,,,,,,,correct,2021-07-01 22:37:08.965479,A2KGQ#####1PTO,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
male,3645_years,white,Secondary source of income,bachelor_degree,correct,correct,correct,respNF:cvzdO,,,,,,ball,,correct,2021-07-01 22:39:39.174445,A2VN5#####7P0R,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:t9wjF
male,2635_years,asian,Secondary source of income,bachelor_degree,correct,correct,correct,respNF:6xMDQ,,,,,,ball,,correct,2021-07-01 23:17:42.550418,A1P3H#####LJMP,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:bP7cJ
male,older_than_65_years,white,Primary source of income,master_degree,correct,correct,correct,respNF:aicjn,,,,,,ball,nice,correct,2021-07-01 23:44:23.748740,A2T8B#####QFI,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:Hhtot
male,2635_years,white,Secondary source of income,master_degree,correct,correct,correct,respNF:8Sl3O,,,,,,ball,GOOD,correct,2021-07-02 15:06:30.893487,A1SPD#####Y9YX,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:gFJNK
female,3645_years,white,Secondary source of income,high_school_degree,correct,correct,correct,respNF:0Imod,,,,,,ball,,correct,2021-07-02 15:14:29.389286,A2LF8#####1GR2,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:wyrtY
,,,,,correct,correct,incorrect1,,,,,,,ball,,correct,2021-07-02 15:28:53.210386,A2P8V#####MOIL,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,correct,correct,correct,,,,,,,,,correct,2021-07-02 15:31:44.333945,AC8SG#####2AU,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,,incorrect1,correct,,,,,,,ball,,correct,2021-07-02 15:35:58.847326,AQFEA#####5YY,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,correct,correct,,,,,,,,,,incorrect1,2021-07-02 15:41:22.171160,AWNZF#####Z2G,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
female,2635_years,white,Secondary source of income,master_degree,correct,correct,correct,respNF:c8cP3,,,,,,ball,INTERESTING,correct,2021-07-02 15:52:33.524902,AE2T3#####R51,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:SCD8z
male,2635_years,white,Secondary source of income,bachelor_degree,correct,correct,correct,respNF:PIAyU,,,,,,ball,,correct,2021-07-02 15:56:17.716492,A51J9#####CO0,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:PEAOo
female,3645_years,white,Secondary source of income,master_degree,correct,correct,correct,respNF:04ZMG,,,,,,ball,,correct,2021-07-02 16:11:34.356716,A193D#####FSVT,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:lnAYi
,,,,,correct,correct,,,,,,,,,,incorrect1,2021-07-02 16:15:16.958465,A2V1X#####2HQZ,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,correct,correct,correct,,,,,,,,,correct,2021-07-02 16:23:54.964678,APPOO#####S7M,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,incorrect1,incorrect2,incorrect1,,,,,,,,,incorrect2,2021-07-02 16:24:25.921803,A2243#####76QA,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
male,3645_years,white,Primary source of income,bachelor_degree,correct,correct,correct,respNF:1M7k8,,,,,,ball,good,correct,2021-07-02 16:31:40.806011,A3FZG#####HBRW,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:Q8Ty5
female,1825_years,white,Primary source of income,bachelor_degree,correct,correct,correct,respNF:RPxjp,,,,,,ball,none,correct,2021-07-02 16:38:27.383707,AQDW1#####HTY,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:Ze9Lc
,,,,,correct,correct,incorrect2,,,,,,,,,correct,2021-07-02 17:14:56.464536,A1453#####825Y,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,correct,correct,correct,,,,,,,ball,,,2021-07-02 17:22:01.141301,A2WMA#####AG6J,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,correct,correct,incorrect2,,,,,,,,,correct,2021-07-02 17:24:06.438104,A12CG#####EXHV,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,,,correct,,,,,,,ball,,incorrect2,2021-07-02 17:38:12.834600,A1FIP#####FYXS,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
,,,,,correct,correct,incorrect2,,,,,,,,,correct,2021-07-02 18:30:22.116689,AZ1AV#####RGO,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,dropped
female,2635_years,asian,Primary source of income,bachelor_degree,correct,correct,correct,respNF:pwHdR,,,,,,ball,,correct,2021-07-02 20:09:13.703488,A1GZ4#####TCES,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,t30:fVbfk
