age,code_cc,code_cpc,code_exp,code_ras,code_resp_prop,code_risk,completion_code,education,ethnicity,feedback,gender,income,job_id,money_division,proposer,proposer_responder,responder,test,worker_id,timestamp
4655_years,cc:7lXQi,cpc:XpmFF,exp:6rKCb,ras:GtqnR,resp:urA3t,risk:6ESeC,t10:4pqrF,bachelor_degree,hispanic_latino,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AGY4F#####H9G,2019-11-09 00:28:29.634685
2635_years,cc:rJZkG,cpc:OUjj3,exp:33K4d,ras:PREbG,resp:JyM6Q,risk:p81fq,t10:P55p2,bachelor_degree,white,hope this helps. ,male,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1X44#####IQ78,2019-11-09 00:28:30.012520
4655_years,cc:4Jmqc,cpc:TAfkV,exp:Syyzj,ras:nnC4o,resp:YMdMi,risk:n0KrU,t10:pbI5B,high_school_degree,white,Thank you!,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AXTFS#####LO5,2019-11-09 00:29:06.899924
2635_years,,,,,prop:ZkJw3,,t10:pFvBs,high_school_degree,black_or_african_american,N/A,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AH4S2#####26G,2019-11-09 00:29:34.277748
2635_years,,,,,prop:R98px,,t10:0hcTR,bachelor_degree,hispanic_latino,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2NML#####WFN2,2019-11-09 00:29:56.823407
4655_years,cc:9hSVl,cpc:Rglrv,exp:LDS1l,ras:qEPt1,resp:7wvad,risk:9YkD5,t10:0Vo7Q,master_degree,white,"Thank you, I was not sure if I should leave in the letters before the : in the code, so I did for each one.",male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3CPQ#####J09F,2019-11-09 00:30:01.400403
4655_years,cc:KInEG,cpc:Bcyk6,exp:iYBXg,ras:BHbsa,resp:Mx1d6,risk:WPUY3,t10:q2qeA,high_school_degree,white,good luck with your research and have an awesome day!,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3T1A#####ZZXY,2019-11-09 00:30:51.467861
1825_years,cc:WIfZA,cpc:LoBMK ,exp:oCr52,ras:Fgkq8 ,resp:ykAom,risk:OB6N4 ,t10:dtYx0,high_school_degree,white,it was fun.,male,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A13Y9#####5X5P,2019-11-09 00:31:02.545545
2635_years,cc:GR8Vt,cpc:KideU,exp:Yuz4P,ras:wMjTg,resp:uyXE0,risk:KkqMP,t10:1oXoX,bachelor_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1U3O#####I8JD,2019-11-09 00:31:24.260350
3645_years,,,,,prop:6bDmZ,,t10:aKZvr,bachelor_degree,white,Thank you!,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3AHC#####3Q23,2019-11-09 00:31:57.355400
2635_years,,,,,prop:UJohO,,t10:TeuKm,bachelor_degree,hispanic_latino,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1Y9V#####LS5K,2019-11-09 00:32:07.639065
2635_years,,,,,prop:fqSUx,,t10:S8bZ0,master_degree,asian,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AXO22#####NVT,2019-11-09 00:33:02.373554
2635_years,,,,,prop:Xbknu,,t10:xvPa6,high_school_degree,white,,male,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2QCQ#####1QNL,2019-11-09 00:38:13.610231
2635_years,,,,,prop:PzO6G,,t10:RskiX,doctorate_degree,black_or_african_american,"prop:PzO6G, mturk ID  A3POD149IG0DIW",female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3POD#####0DIW,2019-11-09 00:40:21.852735
5665_years,,,,,prop:WQjG6,,t10:4fW0T,bachelor_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1GKD#####NHRP,2019-11-09 00:52:49.666147
1825_years,cc:SMBG9,cpc:ViyC9,exp:ZcgtJ,ras:vmMSf,resp:ftElo,risk:c1jO0,t10:rqKaw,high_school_degree,white,,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3DQL#####PEL8,2019-11-09 00:58:13.928877
1825_years,,,,,prop:gVyW5,,t10:xiDvA,bachelor_degree,asian,there was no more task but I read the entire instructions and answer all comprehension questions. ,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1KHR#####TDF6,2019-11-09 00:58:33.779178
,,,,,,,dropped,,,,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,,correct,incorrect2,correct,,A10AV#####2NN5,2019-11-09 00:59:50.824320
,,,,,,,dropped,,,N/A,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,incorrect2,correct,correct,correct,ball,A1Z0V#####9PBW,2019-11-09 01:02:52.896393
4655_years,cc:dtXCk,cpc:DpK0X,exp:56Rpn,ras:Qmraf,resp:jnJY4,risk:DQTlo,t10:N1C3I,master_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A23K7#####PV0D,2019-11-09 01:03:38.903333
1825_years,,,,,prop:U19Ui,,t10:3nQqR,bachelor_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A6A9J#####9ZQ,2019-11-09 01:04:01.382033
4655_years,cc:e26g5,cpc:Q3IxJ,exp:R3ICT,ras:wJ7iX,resp:JmlM1,risk:j1Mwx,t10:OJYCY,master_degree,white,Thanks for the opportunity to participate and good luck with your research!,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A8KX1#####E2Q,2019-11-09 01:04:06.510288
1825_years,cc:n9HzY,cpc:8Tb10,exp:dwlyS,ras:7a28O,resp:hhHkk,risk:0Oy1f,t10:LSePb,bachelor_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2FCQ#####PYHS,2019-11-09 01:05:19.177444
4655_years,,,,,prop:7qWD7,,t10:A57iQ,bachelor_degree,white,"It was fine, no other comments.",male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2WGW#####BDEC,2019-11-09 01:05:42.156069
2635_years,cc:pTyQN,cpc:cNYkc,exp:c7AMG,ras:p8QRG,resp:Sm1yU,risk:omCjU,t10:xgm9l,less_than_high_school_diploma,hispanic_latino,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1LE6#####JNIT,2019-11-09 01:07:21.075101
3645_years,,,,,prop:W670v,,t10:Ja0Fa,master_degree,black_or_african_american:white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1AN6#####U3AT,2019-11-09 01:08:26.598887
3645_years,cc:y4EZm,cpc:POJeB,exp:uK7oE,ras:H8L1p,resp:S9HFr,risk:GdkDF,t10:fgZNp,high_school_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2XC9#####6PLH,2019-11-09 01:10:39.644487
2635_years,,,,,prop:p79b1,,t10:9jmm9,bachelor_degree,white,GOOD STUDY,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2VED#####2Q9Q,2019-11-09 01:11:56.114960
2635_years,,,,,prop:uNnvb,,t10:D5J6B,high_school_degree,white,Very fun!,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AN45K#####3NY,2019-11-09 01:13:31.417255
2635_years,cc:Uljj2,cpc:2aSP2,exp:RW688,ras:j03GK,resp:rBMOU,risk:gZtj9,t10:kQ0mL,bachelor_degree,white,Interesting study,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3VTO#####TBRR,2019-11-09 01:19:08.119521
4655_years,cc:7Krt9,cpc:W4van,exp:yHfvL,ras:3XFsE,resp:4awgp,risk:2Taxk,t10:VMIz0,bachelor_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1ZK0#####6UPY,2019-11-09 01:26:05.134216
3645_years,,,,,prop:6zqTK,,t10:6Zhzd,bachelor_degree,white,"Wasnt sure if I was supposed to put all for the completion code or just the part after ""prop:""  but I copied and pasted it all",female,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1T25#####X648,2019-11-09 01:27:54.803706
5665_years,,,,,prop:zuYkW,,t10:3Imhb,high_school_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A20NI#####4775,2019-11-09 01:28:37.953919
2635_years,cc:pbW2B,cpc:mUhCX,exp:iW2Yn,ras:voBcM,resp:AdSKe,risk:tjQmY,t10:L1yEy,bachelor_degree,white,,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1YNB#####FUVW,2019-11-09 02:33:37.674044
,,,,,,,dropped,,,,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,,correct,incorrect2,correct,,A1JSL#####PF92,2019-11-09 02:37:54.083673
3645_years,,,,,prop:eNLOT,,t10:Piyf6,master_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,ADKSM#####0PA,2019-11-09 02:39:01.701161
1825_years,cc:6gQoL,cpc:UwLtI,exp:GjzlQ,ras:cGV7r,resp:f1g5x,risk:CnIj0,t10:j78U4,bachelor_degree,hispanic_latino,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A23QI#####SA0I,2019-11-09 02:42:53.035929
2635_years,cc:Xz5ln,cpc:MbuxT,exp:QaGKD,ras:4sqi5,resp:rJWlL,risk:mMLQl,t10:tQhzV,bachelor_degree,white,"I may have entered the wrong completion code into Mturk. Mturk ID: A1842DOOCIZ590

This was one of the better surveys I've done in a while.",male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1842#####Z590,2019-11-09 02:43:25.464182
4655_years,,,,,prop:xPOtA,,t10:ygkZz,bachelor_degree,black_or_african_american,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3PV3#####D2RU,2019-11-09 02:49:10.311997
4655_years,,,,,prop:E5fcG,,t10:FXuor,high_school_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3OPX#####37M8,2019-11-09 02:49:23.971865
,,,,,,,dropped,,,,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,incorrect2,correct,correct,,A3SD0#####8EUL,2019-11-09 02:51:51.565520
2635_years,cc:EJA6b,cpc:UymjU,exp:k3Qyh,ras:cN4sv,resp:IAY9G,risk:cTLaU,t10:P9KD2,master_degree,other,None,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3SSE#####7NI7,2019-11-09 02:56:56.503960
2635_years,cc:y9cWZ,cpc:CFE3b,exp:py0gz,ras:aNQ30,resp:9IuJl,risk:ywsyr,t10:WBLrC,high_school_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1JDE#####1E33,2019-11-09 03:00:20.007890
3645_years,,,,,prop:pLFI6,,t10:fNcsr,bachelor_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2NHW#####YVH0,2019-11-09 03:03:33.125343
5665_years,,,,,prop:AFRh5,,t10:TLpwL,high_school_degree,white,It would be nice to know the outcome of the responder once the task was submitted.,female,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3W1M#####YIZI,2019-11-09 03:15:19.665999
2635_years,,,,,prop:p9Wrw,,t10:0HFeR,high_school_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AZ8JL#####Y4U,2019-11-09 22:07:43.166542
,,,,,,,dropped,,,,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,incorrect2,incorrect1,incorrect2,correct,ball,A7GUG#####0B0,2019-11-10 15:44:49.703218
3645_years,cc:SkAOz,cpc:TO2uT,exp:4VCc0,ras:RZSa5,resp:Hp0NF,risk:eVivQ,t10:rAYm1,high_school_degree,white,None,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3QSJ#####0N6V,2019-11-10 15:48:25.978572
1825_years,,,,,prop:AeZi8,,t10:6Bb2q,high_school_degree,white,,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2BBD#####77AU,2019-11-10 15:53:32.547708
,,,,,,,dropped,,,,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,incorrect2,incorrect2,incorrect1,incorrect2,,A2JI8#####S59Y,2019-11-10 15:54:18.416986
2635_years,cc:voL72,cpc:ncN03,exp:Gd2FO,ras:euPF5,resp:P1p91,risk:F9crg,t10:1nZgh,high_school_degree,white,"interesting study, thank you",male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2Z7S#####5OOI,2019-11-10 16:03:14.592486
2635_years,cc:UH590,cpc:BR7r4,exp:T8awX,ras:clmXk,resp:2sZuZ,risk:C1h1k,t10:rUieC,bachelor_degree,white,"Nothing to add at this time, thank you",female,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AJ7MW#####3E4,2019-11-10 16:06:33.129652
2635_years,,,,,prop:bOANJ,,t10:8KN0d,bachelor_degree,white,n/a,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A3PIJ#####KNPH,2019-11-10 16:09:15.985074
5665_years,,,,,prop:Feeq8,,t10:0O4Bq,high_school_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AOS2P#####YTL,2019-11-10 16:13:28.526153
4655_years,cc:Bz9mN,cpc:FsTpk,exp:ZLTuu,ras:HoVuC,resp:ZSZac,risk:tjoXQ,t10:9O8XM,high_school_degree,white,i thought this is only one task.,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A5X1K#####REK,2019-11-10 16:24:44.094724
,,,,,,,dropped,,,,,,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,,A2NPK#####3QKH,2019-11-10 16:26:38.747973
2635_years,,,,,prop:F2eLF,,t10:LkAsH,bachelor_degree,asian,"I highly suggest revising the code format for the main task to not include a colon, as participants are likely to copy everything AFTER the colon out of habit and not include the ""prop:"" prefix. This leads to them reopening the main task link multiple times, changing the suffix of the code each time, resulting in a LOT of confusion.",male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2G7N#####X0EE,2019-11-10 16:42:49.353882
1825_years, cc:8IlZQ , cpc:inReN , exp:6hSP2, ras:sI4i3,resp:7MZ2B, risk:dCn0Z,t10:ldZXP,bachelor_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2ZT5#####K8X9,2019-11-10 16:47:12.192281
1825_years,cc:LpOqR,cpc:NE2mk,exp:pCYzv,ras:DBGg4,resp:hiqc9,risk:g0vuY,t10:o3WqI,bachelor_degree,white,,female,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2SYT#####WJO5,2019-11-10 16:50:05.966337
2635_years,cc:22q9R,cpc:CsL3w,exp:GfIIC,ras:l5xl6,resp:77LWZ,risk:lEWsu,t10:4jbdH,bachelor_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AMX5R#####A2K,2019-11-10 16:53:03.612488
3645_years,,,,,prop:2I7yc,,t10:shWgQ,high_school_degree,white,,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AU34T#####4Z4,2019-11-10 16:54:06.409615
2635_years,,,,,prop:fiw5j,,t10:oenb4,high_school_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2SB9#####9QCP,2019-11-10 17:01:59.478081
3645_years,,,,,prop:pl7px,,t10:FkcTl,master_degree,white,"I have no additional comments, feedback or suggestions. ",male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A2B2H#####LTXU,2019-11-10 18:28:37.778053
4655_years,cc:w6ysT,cpc:oPrz6,exp:8726c,ras:FmaJH,resp:DR73b,risk:omasL,t10:Cz8dF,bachelor_degree,hispanic_latino:white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,ATBIP#####KS6,2019-11-10 18:49:47.210388
5665_years,,,,,prop:669c4,,t10:tEXNF,bachelor_degree,white,,female,Primary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,AURYD#####UOQ,2019-11-10 18:55:12.552122
older_than_65_years,cc:zRRTr,cpc:U3k30,exp:Cp8GL,ras:3Nhg0,resp:Sbh9W,risk:6l0cg,t10:1L0co,bachelor_degree,white,Very nice study !,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A1PHD#####IK4Q,2019-11-10 19:25:03.884770
4655_years,,,,,prop:Jo3zL,,t10:jpkDq,master_degree,white,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,A88DX#####WEN,2019-11-10 19:36:15.974059
3645_years,cc:gyWd8,cpc:POakG,exp:S2S7H,ras:rfxvS,resp:JrC57,risk:WeWhi,t10:jXGWM,bachelor_degree,asian,,male,Secondary source of income,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,correct,correct,correct,correct,ball,A1SIS#####2PWH,2019-11-10 23:45:14.600757
1825_years,,,,,prop:2d7u9,,t10:0QTZW,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,correct,correct,correct,correct,ball,A49MD#####ABO,2019-11-10 23:49:00.434681
3645_years,cc:RqBpI,cpc:TbfGE,exp:QVxF4,ras:cs4CM,resp:iq1qQ,risk:cvmb4,t10:T3ZMf,master_degree,white,None,male,Secondary source of income,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,correct,correct,correct,correct,ball,A3AOV#####XQ51,2019-11-10 23:58:10.540749
3645_years,,,,,prop:IkXqf,,t10:QWezU,bachelor_degree,white,Very Nice and Attention related work. ,female,Secondary source of income,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,correct,correct,correct,correct,ball,A3SZF#####QPW3,2019-11-11 00:09:03.393322
4655_years,,,,,prop:wOEC6,,t10:89iiu,high_school_degree,black_or_african_american,,male,Secondary source of income,3NBFJK3IPKO682PN9TMBMQFXPULGO5,correct,correct,correct,correct,ball,ATXAV#####2I,2019-11-11 00:37:20.612701
,,,,,,,dropped,,,,,,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,incorrect1,correct,correct,correct,,AQ3VI#####ZFO,2019-11-11 00:48:53.208562
1825_years,cc:7CMvq,cpc:ubwgM,exp:FPe0T,ras:57K9K,resp:mGDlo,risk:MkRfg,t10:uh9zF,high_school_degree,white,Fun HIT...Thank You!,male,Primary source of income,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,correct,correct,correct,correct,ball,A24LB#####PKKF,2019-11-11 01:04:13.425959
3645_years,,,,,prop:PiNVz,,t10:6VOiD,bachelor_degree,black_or_african_american,,male,Secondary source of income,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,correct,correct,correct,correct,ball,AEM71#####8J1,2019-11-11 01:22:28.508536
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,,correct,incorrect1,correct,,A2J76#####RPRE,2019-11-11 01:54:38.115039
1825_years,cc:FelEM,cpc:ptzug,exp:Op2wc,ras:ION55,resp:NinOt,risk:fPMyO,t10:r8671,high_school_degree,asian,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A17TK#####VH0R,2019-11-11 02:02:28.035134
2635_years,cc:lVcUd,cpc:uHvXa,exp:Lg2Db,ras:81ODI,resp:3w8zG,risk:9yFys,t10:VdORi,high_school_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1YBG#####80DZ,2019-11-11 02:05:37.199662
2635_years,cc:IZVbA,cpc:vNTwO,exp:ZgFnW,ras:bO7Gx,resp:j8wqr,risk:Re3xF,t10:i3N3l,high_school_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1WBG#####NJ9,2019-11-11 02:07:53.324705
3645_years,,,,,prop:C8ydG,,t10:8rPes,high_school_degree,white,"Thank you for your participating on the main task.

Your task completion code is:

prop:C8ydG",male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A150M#####92OT,2019-11-11 02:11:06.214404
3645_years,,,,,prop:iV0Nh,,t10:SB3oN,master_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1131#####GM6R,2019-11-11 02:16:06.780152
2635_years,,,,, prop:k0f9q,,t10:yMqp9,bachelor_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AUR5K#####SZ9,2019-11-11 02:18:33.773187
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,,correct,incorrect2,correct,,ADDNK#####UA,2019-11-11 02:25:37.944241
4655_years,cc:7AwDs,cpc:IwH8T,exp:XI8bu,ras:v9EF6,resp:aPrIN,risk:yvIiX,t10:UAHLV,master_degree,white,Fun tasks!,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A314X#####YL12,2019-11-11 02:34:08.323973
3645_years,,,,,prop:Tj7Mj,,t10:CIaWD,high_school_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A31JM#####GYEX,2019-11-11 02:35:09.832584
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,correct,correct,correct,,A3KO4#####REGU,2019-11-11 02:35:36.948137
2635_years,cc:mQUCn,cpc:04i3O,exp:Z8C7K,ras:tFgtO,resp:jC1pd,risk:3cDoR,t10:n4rVM,bachelor_degree,asian,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3PDH#####CTT5,2019-11-11 02:39:09.075350
2635_years,,,,,prop:woooH,,t10:3TOyX,bachelor_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A4GGV#####W5C,2019-11-11 02:40:16.635437
3645_years,cc:vZzDV,cpc:K0hfj,exp:9vV6T,ras:Mf4AR,resp:iAUfv,risk:HtQrt,t10:OfknA,master_degree,black_or_african_american,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2EEL#####L5SK,2019-11-11 02:41:26.466023
3645_years,,,,,prop:DoQCN,,t10:yb73O,bachelor_degree,white,none,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2TKH#####FAM,2019-11-11 02:43:22.733171
1825_years,cc:OrIv0,cpc:4ks3O,exp:LFrpo,ras:Am2VF,resp:3wAOL,risk:hQ87J,t10:5AMxv,high_school_degree,hispanic_latino:white,,female,Primary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A15XI#####7SLK,2019-11-11 02:49:18.995649
2635_years,cc:5SzTF,cpc:wdbrO,exp:fpATe,ras:YvUB0,resp:XgFTN,risk:bvoLR,t10:x7fcK,bachelor_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3168#####DIH3,2019-11-11 02:51:33.380354
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,correct,correct,correct,,A3ED3#####7CT8,2019-11-11 02:52:18.404642
4655_years,,,,,prop:mV1yn,,t10:tKvIH,master_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A8289#####KV4,2019-11-11 02:52:22.399341
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect1,correct,incorrect1,incorrect1,,A38PV#####CCJX,2019-11-11 02:53:29.878160
3645_years,cc:zQoNZ,cpc:qAp0Q,exp:TE4KR,ras:Wrt2C,resp:XzB5j,risk:bsBYu,t10:L9ihl,high_school_degree,white,Thank you!,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1PIG#####MGNW,2019-11-11 02:54:37.396957
5665_years,,,,,prop:ZunPR,,t10:a22Yw,high_school_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1AUB#####NZLS,2019-11-11 02:54:46.757484
4655_years,cc:hxvPz,cpc:AhS3I,exp:91bYK,ras:2ksqI,resp:ZOJyo,risk:XB4gl,t10:ksLDR,bachelor_degree,american_indian_or_alaska_native:white,Very interesting!,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A136K#####C3G,2019-11-11 02:55:44.261292
