age,code_cc,code_cpc,code_exp,code_ras,code_resp_prop,code_risk,completion_code,education,ethnicity,feedback,gender,income,job_id,money_division,proposer,proposer_responder,responder,test,timestamp,worker_id
5665_years,,,,,prop:yFPsT,,t10b:WtKdt,master_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:20:50.437539,ABKPE#####2HW
2635_years,,,,,prop:IGXQ4,,t10b:c4M14,bachelor_degree,black_or_african_american,No comment.,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:21:49.552142,A8BGH#####O33
2635_years,,,,,prop:RKXpk,,t10b:arpdK,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:22:01.993236,A1IAM#####U4Z1
4655_years,,,,,prop:DB4rP,,t10b:UIw1l,bachelor_degree,white,,male,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:22:57.872704,AP4A0#####52J
2635_years,,,,,prop:Zekvl,,t10b:trWBM,bachelor_degree,white,,female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:28:45.529803,A1L2N#####Z3W7
3645_years,,,,,prop:zQooe,,t10b:yTPu6,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:28:53.482047,A1T20#####O4RS
3645_years,,,,,prop:XaIt4,,t10b:N0ZL4,bachelor_degree,white,Thank you,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:37:10.454034,AA4KK#####3NY
4655_years,,,,,prop:pdCNC,,t10b:OgzxH,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:38:09.539748,A37C9#####EWEB
2635_years,,,,,prop:6NlI2,,t10b:fxoen,bachelor_degree,white,This was a very interesting study/ game. ,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:38:34.636449,A1G86#####OW12
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,correct,correct,,2019-12-23 15:38:59.855545,A3HZF#####3JMY
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,incorrect2,correct,,2019-12-23 15:40:43.604385,A7GA2#####U89
1825_years,,,,,prop:7pk0D,,t10b:RXFGq,bachelor_degree,asian,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:41:01.315199,A35TT#####1OOF
3645_years,,,,,prop:BR7u4,,t10b:T2kxm,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:46:45.966655,AZXRW#####FJN
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,incorrect1,correct,incorrect1,,2019-12-23 15:49:13.527401,A255C#####XZEC
2635_years,,,,, prop:O32t4 ,,t10b:9rR7C,high_school_degree,black_or_african_american,,female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:56:40.730585,A2MFM#####1ZIT
2635_years,,,,,prop:3yIaK,,t10b:UfPpb,high_school_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:58:45.436480,A1KUS#####M4SH
2635_years,,,,,prop:TN3YW,,t10b:WXJCk,bachelor_degree,black_or_african_american,GOOD,female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 16:06:14.078569,A3MSQ#####A7I0
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,,2019-12-23 16:10:06.712336,A2XPW#####AYXH
2635_years,,,,,prop:5uW6A,,t10b:GBOY6,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 16:34:35.155354,A2ZNN#####A2EU
2635_years,,,,,prop:4PoZm,,t10b:gm5mA,bachelor_degree,asian,none,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 17:06:40.979778,AIOZF#####0LT
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,correct,correct,,2019-12-23 17:35:53.412890,A2CM4#####NDNW
2635_years,,,,,prop:jHY23,,t10b:vqlPo,high_school_degree,asian,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 18:05:15.916879,AQ2Z8#####8H6
2635_years,,,,,prop:YSPyX,,t10b:B0IDm,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 18:16:07.666412,A1RDR#####7U96
1825_years,,,,,prop:hRyZM,,t10b:AYeXO,bachelor_degree,white,interesting,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 19:00:50.898708,ABW38#####94V
