,cpc_expected_value,cpc_expected_value_max,cpc_expected_value_min,cpc_q1,cpc_q10,cpc_q2,cpc_q3,cpc_q4,cpc_q5,cpc_q6,cpc_q7,cpc_q8,cpc_q9,cpc_time_spent,completion_code,job_id,q1,q10,q2,q3,q4,q5,q6,q7,q8,q9,time_spent,time_start,time_stop,timestamp,worker_bonus,worker_id
81,11.4002,13.342,6.386,14.0,6.5,13.0,30.0,14.565,5.16,14.5,2.565,-1.0875,14.8,102,cpc:4ks3O,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,A,A,A,A,A,A,A,B,A,102,1573436827.5772362,1573436929.1804993,2019-11-11 02:48:49.418483,27,A15XI#####7SLK
82,10.609,12.257,7.136,14.0,6.5,13.0,30.0,14.565,5.16,14.5,2.565,-9.0,14.8,33,cpc:wdbrO,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,A,A,A,A,A,A,A,A,A,33,1573437024.3076766,1573437057.4298928,2019-11-11 02:50:57.586184,20,A3168#####DIH3
83,11.2759,12.227,8.5135,14.0,6.5,13.0,30.0,14.565,3.4167,15.0,2.565,-1.0875,14.8,52,cpc:qAp0Q,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,A,A,A,A,B,B,A,B,A,52,1573437199.3281116,1573437251.169159,2019-11-11 02:54:11.327939,45,A1PIG#####MGNW
84,7.8024,6.794,5.4888,14.0,4.1583,2.2333,10.22,11.525,5.16,15.0,2.015,-1.0875,14.8,38,cpc:AhS3I,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,B,B,B,A,B,B,B,A,38,1573437267.1842475,1573437305.684108,2019-11-11 02:55:05.870093,47,A136K#####C3G
85,6.9831,6.159,5.9388,7.0,4.1583,2.2333,10.22,11.525,3.4167,15.0,2.565,-1.0875,14.8,77,cpc:ItJXB,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,B,B,B,B,B,A,B,A,77,1573437277.069018,1573437353.5832984,2019-11-11 02:55:53.860564,40,A1F3P#####9HBN
86,11.2161,11.957,7.6923,14.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,14.8,89,cpc:xhfEn,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,A,A,A,A,B,A,B,A,89,1573437284.2830164,1573437372.7996893,2019-11-11 02:56:13.035307,20,A21Y7#####M1PR
87,10.2121,11.67,5.9712,7.0,4.1583,13.0,30.0,11.525,5.16,15.0,2.565,-1.0875,14.8,122,cpc:aXQmh,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,A,A,B,A,B,A,B,A,122,1573438121.8721883,1573438244.194761,2019-11-11 03:10:44.366824,45,A17NL#####Y599
88,7.2871,5.796,6.9098,7.0,4.1583,2.2333,10.22,14.565,3.4167,15.0,2.565,-1.0875,14.8,51,cpc:AbNTz,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,B,B,A,B,B,A,B,A,51,1573438294.32747,1573438345.6941097,2019-11-11 03:12:25.856094,36,AVAJT#####XOO
89,10.2196,14.19,3.2738,7.0,4.1583,13.0,30.0,11.525,5.16,15.0,2.015,-1.0875,15.425,53,cpc:HZjXR,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,A,A,B,A,B,B,B,B,53,1573438317.4297686,1573438370.3966517,2019-11-11 03:12:50.555816,45,A1BPQ#####7RWS
90,9.7804,9.73,6.5088,14.0,4.1583,2.2333,30.0,11.525,5.16,15.0,2.015,-1.0875,14.8,135,cpc:idBx6,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,B,A,B,A,B,B,B,A,135,1573438300.484517,1573438435.6110172,2019-11-11 03:13:55.933742,42,A3NXI#####5TXU
91,11.2786,14.467,5.3072,14.0,4.1583,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,15.425,63,cpc:FkK0i,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,A,A,A,A,B,A,B,B,63,1573438431.3518646,1573438494.2656994,2019-11-11 03:14:54.523098,51,A1WWE#####SVZ0
92,8.4258,12.639,0.9475,7.0,6.5,13.0,10.22,11.525,5.16,14.5,2.015,-1.0875,15.425,24,cpc:lBaeH,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,A,A,B,B,A,A,B,B,B,24,1573438503.4779167,1573438527.384065,2019-11-11 03:15:27.529878,39,A1N9Z#####R7OU
93,8.6006,10.881,3.5372,7.0,4.1583,13.0,10.22,14.565,5.16,15.0,2.565,-1.0875,15.425,68,cpc:pxvBg,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,A,B,A,A,B,A,B,B,68,1573438502.0572627,1573438570.492577,2019-11-11 03:16:10.754859,52,A3HL2#####PZT8
94,8.4182,10.119,3.645,7.0,6.5,13.0,10.22,11.525,5.16,14.5,2.565,-1.0875,14.8,72,cpc:1ta3Z,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,A,A,B,B,A,A,A,B,A,72,1573438550.8557897,1573438623.0098076,2019-11-11 03:17:03.222316,51,A3TDA#####QFE3
95,10.8128,14.062,4.491,7.0,6.5,13.0,30.0,14.565,5.16,15.0,2.565,-1.0875,15.425,138,cpc:9HWMZ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,A,A,A,A,A,B,A,B,B,138,1573438538.7398274,1573438676.8764558,2019-11-11 03:17:57.096427,32,A2VTY#####N75V
96,10.2121,11.67,5.9712,7.0,4.1583,13.0,30.0,11.525,5.16,15.0,2.565,-1.0875,14.8,75,cpc:cXemv,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,A,A,B,A,B,A,B,A,75,1573438615.8194401,1573438690.385489,2019-11-11 03:18:10.775170,45,AG491#####Q8X
97,10.1394,9.357,7.7923,14.0,4.1583,2.2333,30.0,14.565,5.16,15.0,2.565,-1.0875,14.8,110,cpc:4FTi1,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,B,A,A,A,B,A,B,A,110,1573438656.0837016,1573438766.0062027,2019-11-11 03:19:26.180091,30,A1WEN#####ZZ1U
98,9.7373,13.872,4.0672,7.0,4.1583,13.0,30.0,14.565,5.16,14.5,2.565,-9.0,15.425,148,cpc:2fwxv,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,A,A,A,A,A,A,A,B,148,1573438620.172939,1573438768.454958,2019-11-11 03:19:28.855590,18,A3HSO#####NZR4
99,9.5432,13.365,5.1575,7.0,6.5,13.0,30.0,11.525,3.4167,15.0,2.565,-9.0,15.425,91,cpc:p4egd,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,A,A,A,B,B,B,A,A,B,91,1573438690.3410082,1573438781.8387759,2019-11-11 03:19:42.032128,20,APJ3Z#####UWX
100,10.5759,11.577,7.7635,7.0,6.5,13.0,30.0,14.565,3.4167,15.0,2.565,-1.0875,14.8,169,cpc:AwerL,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,A,A,A,A,B,B,A,B,A,169,1573439871.3476663,1573440040.3226717,2019-11-11 03:40:40.471120,28,A2FBJ#####9SQ6
101,11.0542,15.632,4.9548,14.0,4.1583,13.0,30.0,14.565,3.4167,14.5,2.565,-1.0875,15.425,240,cpc:oXYRU,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,A,A,A,B,A,A,B,B,240,1573441354.8270378,1573441595.1884763,2019-11-11 04:06:35.343894,35,A354D#####ODP1
102,7.7593,10.936,3.0473,7.0,4.1583,13.0,10.22,14.565,5.16,14.5,2.565,-9.0,15.425,124,cpc:ZurIC,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,B,B,A,B,A,A,A,A,A,B,124,1573442365.3199909,1573442489.41687,2019-11-11 04:21:29.640502,40,AVD6H#####LFI
103,10.0344,10.507,6.2398,14.0,4.1583,2.2333,30.0,14.565,5.16,14.5,2.015,-1.0875,14.8,192,cpc:qua13,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,B,A,A,A,A,B,B,A,192,1573444680.8188498,1573444873.3018005,2019-11-11 05:01:13.512672,34,A1FHK#####9RU
104,9.8979,12.23,4.4362,14.0,4.1583,2.2333,30.0,11.525,5.16,15.0,2.565,-1.0875,15.425,67,cpc:ic9E9,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,B,A,B,A,B,A,B,B,67,1573472301.4170768,1573472368.8408663,2019-11-11 12:39:28.994499,29,A1PLZ#####W43J
105,11.0542,15.632,4.9548,14.0,4.1583,13.0,30.0,14.565,3.4167,14.5,2.565,-1.0875,15.425,158,cpc:KttHG,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,A,B,A,A,A,B,A,A,B,B,158,1573503504.607761,1573503662.4680874,2019-11-11 21:21:02.681851,24,A4JP9#####ZPS
